orig_row,text,n_terms,dominant_topic,topic_0,topic_1,topic_2,topic_3
31315,84 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus (Vilnius),8,2,0.028,0.028,0.916,0.028
25565,You won't believe what happened next — Find out why (Berlin),4,1,0.051,0.848,0.051,0.05
9963,60 Messi įmušė įspūdingą įvartį Lygų taurėje po pranešimo (Berlin),8,2,0.028,0.028,0.915,0.028
11695,21 Star player signs a multi-year contract with club,7,0,0.906,0.031,0.031,0.031
5189,Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą as markets react,9,1,0.137,0.813,0.025,0.025
12096,53 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus (London),8,2,0.028,0.028,0.916,0.028
35389,82 Messi scores a stunning goal in the Champions League match,7,2,0.031,0.031,0.906,0.031
38825,42 Treneris aiškino naują gynybos taktiką po rungtynių,6,0,0.893,0.036,0.036,0.036
34156,69 Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą (Berlin),8,1,0.028,0.916,0.028,0.028
12051,63 Žvaigždė pasirašė daugiametę sutartį su klubu analitikų teigimu,7,0,0.904,0.032,0.032,0.032
13221,57 Messi scores a stunning goal in the Champions League match amid concerns,9,2,0.225,0.025,0.725,0.025
409,Investors hedge inflation risk using index-linked bonds dėl rinkos reakcijos,10,3,0.023,0.023,0.023,0.931
42529,57 Transfer rumors suggest a record deal for the young striker,7,3,0.031,0.031,0.031,0.906
8484,15 This trick will change your life forever,4,2,0.05,0.05,0.85,0.05
16645,52 Messi įmušė įspūdingą įvartį Lygų taurėje po pranešimo,7,2,0.032,0.031,0.905,0.032
43329,50 Messi scores a stunning goal in the Champions League match,7,2,0.031,0.031,0.906,0.031
1401,Kaip pagreitinti kompiuterį paprastais triukais as markets react,6,1,0.208,0.72,0.036,0.036
208,Analysts predict record profits for the banking sector as markets react,8,3,0.03,0.028,0.028,0.914
16975,13 Open-source libraries accelerate machine learning workflows analitikų teigimu,9,2,0.025,0.025,0.924,0.025
6356,91 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus analitikų teigimu (Paris),10,2,0.023,0.023,0.931,0.023
40406,16 Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą — analysts say,9,1,0.025,0.726,0.026,0.224
16498,88 Žvaigždė pasirašė daugiametę sutartį su klubu,5,0,0.875,0.042,0.042,0.042
39810,100 „Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis (Madrid),9,1,0.026,0.924,0.025,0.025
153,Start-up raises $50 million to scale its AI platform dėl rinkos reakcijos,8,3,0.028,0.028,0.028,0.916
3469,Didelė saugumo spraga paveikė milijonus vartotojų dėl rinkos reakcijos (Madrid),9,1,0.025,0.924,0.025,0.025
10254,86 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose,6,3,0.036,0.036,0.036,0.893
6116,Didelė saugumo spraga paveikė milijonus vartotojų — analysts say (Kaunas),9,1,0.025,0.713,0.026,0.236
12791,94 Major security breach affects millions of users worldwide amid concerns,9,1,0.225,0.725,0.025,0.025
15922,34 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose,6,3,0.036,0.036,0.036,0.893
49138,30 How to speed up your computer with simple tweaks — analysts say,6,3,0.036,0.036,0.036,0.893
26124,95 Open-source libraries accelerate machine learning workflows,7,2,0.031,0.031,0.906,0.031
41301,18 Messi scores a stunning goal in the Champions League match,7,2,0.031,0.031,0.906,0.031
43480,50 Analysts predict record profits for the banking sector (Kaunas),7,3,0.032,0.032,0.032,0.905
370,She did X — what happens next will shock you — Read more,4,1,0.05,0.85,0.05,0.05
6461,"10 priežasčių, kodėl niekada nepirkti šio daikto — Find out why (Paris)",7,0,0.905,0.032,0.032,0.032
17599,Žvaigždė pasirašė daugiametę sutartį su klubu as markets react (Madrid),8,0,0.916,0.028,0.028,0.028
5536,54 Šis triukas pakeis jūsų gyvenimą amžiams,5,1,0.042,0.875,0.042,0.042
10868,42 Apple unveils a new iPhone with advanced camera and AI features,8,3,0.028,0.028,0.028,0.916
45301,23 Open-source libraries accelerate machine learning workflows,7,2,0.031,0.031,0.906,0.031
17531,5 10 reasons you should never buy this gadget,3,2,0.063,0.063,0.812,0.063
20992,31 Messi įmušė įspūdingą įvartį Lygų taurėje,6,2,0.036,0.036,0.893,0.036
5249,Transfer rumors suggest a record deal for the young striker dėl rinkos reakcijos (Paris),10,3,0.023,0.023,0.023,0.93
8223,16 Start-up raises $50 million to scale its AI platform,6,3,0.036,0.036,0.036,0.893
5080,Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą analitikų teigimu,9,1,0.025,0.923,0.026,0.026
28353,35 How to speed up your computer with simple tweaks,4,3,0.05,0.05,0.05,0.85
22096,37 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus,7,2,0.031,0.031,0.906,0.031
47223,57 Start-up raises $50 million to scale its AI platform dėl rinkos reakcijos,8,3,0.028,0.028,0.028,0.916
37579,"Ji padarė X — kas nutiks toliau, pribloškia — Find out why (New York)",7,1,0.032,0.905,0.032,0.032
8266,25 Earnings beat expectations as revenue grows in cloud segment,7,3,0.031,0.031,0.031,0.906
35,Local team wins national championship in overtime,6,2,0.036,0.036,0.893,0.036
10316,Kaip pagreitinti kompiuterį paprastais triukais analitikų teigimu (Madrid),7,1,0.032,0.902,0.033,0.033
3391,Messi scores a stunning goal in the Champions League match dėl rinkos reakcijos,9,2,0.026,0.026,0.922,0.026
14159,„Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis after report (New York),11,1,0.022,0.936,0.021,0.021
14614,24 She did X — what happens next will shock you,3,1,0.063,0.812,0.063,0.063
14609,56 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus,7,2,0.031,0.031,0.906,0.031
8811,46 She did X — what happens next will shock you,3,1,0.063,0.812,0.063,0.063
974,Major security breach affects millions of users worldwide after report (Madrid),9,1,0.025,0.924,0.025,0.025
30397,5 Star player signs a multi-year contract with club (Kaunas),8,0,0.916,0.028,0.028,0.028
8221,77 Stock market falls amid inflation concerns dėl rinkos reakcijos,8,0,0.915,0.028,0.028,0.028
32288,30 Kaip pagreitinti kompiuterį paprastais triukais,4,1,0.05,0.85,0.05,0.05
1843,27 Earnings beat expectations as revenue grows in cloud segment (Vilnius),8,3,0.028,0.028,0.028,0.916
35694,This trick will change your life forever — Find out why (Paris),5,2,0.042,0.042,0.874,0.042
5242,45 Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą,7,1,0.031,0.906,0.031,0.031
5476,99 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose,6,3,0.036,0.036,0.036,0.893
30961,97 10 reasons you should never buy this gadget,3,2,0.063,0.063,0.812,0.063
1227,You won't believe what happened next (Kaunas),4,1,0.051,0.849,0.05,0.05
1720,Star player signs a multi-year contract with club (New York),9,0,0.923,0.026,0.026,0.025
29473,5 Transfer rumors suggest a record deal for the young striker (London),8,3,0.028,0.028,0.028,0.916
472,You won't believe what happened next — Find out why,3,1,0.063,0.812,0.063,0.063
528,Šis triukas pakeis jūsų gyvenimą amžiams (New York),7,1,0.032,0.905,0.032,0.032
1355,Žvaigždė pasirašė daugiametę sutartį su klubu (Madrid),6,0,0.892,0.036,0.036,0.036
4872,74 Stock market falls amid inflation concerns,6,0,0.893,0.036,0.036,0.036
19073,30 Messi scores a stunning goal in the Champions League match,7,2,0.031,0.031,0.906,0.031
26895,11 Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą as markets react,9,1,0.137,0.813,0.025,0.025
21795,78 Open-source libraries accelerate machine learning workflows analitikų teigimu (Madrid),10,2,0.023,0.023,0.931,0.023
38526,Kaip pagreitinti kompiuterį paprastais triukais dėl rinkos reakcijos (Kaunas),7,1,0.032,0.904,0.032,0.032
961,Treneris aiškino naują gynybos taktiką po rungtynių (Madrid),7,0,0.905,0.032,0.031,0.031
27966,Analysts predict record profits for the banking sector analitikų teigimu (London),9,3,0.025,0.025,0.026,0.924
10969,73 Startuolis pritraukė 50 mln. USD DI platformos plėtrai,7,0,0.906,0.032,0.031,0.031
18305,11 Major security breach affects millions of users worldwide analitikų teigimu,9,1,0.025,0.923,0.026,0.026
418,Stock market falls amid inflation concerns analitikų teigimu,8,0,0.915,0.028,0.029,0.029
31761,Star player signs a multi-year contract with club analitikų teigimu (Madrid),10,0,0.93,0.023,0.023,0.023
9992,30 Žvaigždė pasirašė daugiametę sutartį su klubu,5,0,0.875,0.042,0.042,0.042
8357,Kaip pagreitinti kompiuterį paprastais triukais in a surprise move (Vilnius),6,1,0.036,0.891,0.036,0.037
28523,5 Major security breach affects millions of users worldwide after report,8,1,0.028,0.916,0.028,0.028
3743,57 She did X — what happens next will shock you — Find out why,3,1,0.063,0.812,0.063,0.063
36478,24 You won't believe what happened next,3,1,0.063,0.812,0.063,0.063
24698,80 „Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis,8,1,0.028,0.916,0.028,0.028
47997,"45 Negalėsite patikėti, kas įvyko toliau (Paris)",5,2,0.042,0.043,0.873,0.042
24954,Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus analitikų teigimu (Madrid),10,2,0.023,0.023,0.931,0.023
16334,47 Coach explains new defensive tactics after the game,6,2,0.036,0.036,0.892,0.036
548,91 Investors hedge inflation risk using index-linked bonds (Madrid),9,3,0.026,0.025,0.025,0.924
25619,35 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose,6,3,0.036,0.036,0.036,0.893
168,Startuolis pritraukė 50 mln. USD DI platformos plėtrai,7,0,0.906,0.032,0.031,0.031
11973,85 Star player signs a multi-year contract with club analitikų teigimu,9,0,0.924,0.025,0.026,0.026
14674,24 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus,7,2,0.031,0.031,0.906,0.031
30805,56 Open-source libraries accelerate machine learning workflows (New York),9,2,0.025,0.025,0.924,0.025
2687,93 Investors hedge inflation risk using index-linked bonds,8,3,0.028,0.028,0.028,0.916
35358,92 Messi įmušė įspūdingą įvartį Lygų taurėje (Madrid),7,2,0.032,0.032,0.905,0.031
47511,75 Investors hedge inflation risk using index-linked bonds in a surprise move,9,3,0.025,0.025,0.025,0.924
15860,22 Transfer rumors suggest a record deal for the young striker,7,3,0.031,0.031,0.031,0.906
6601,32 Žvaigždė pasirašė daugiametę sutartį su klubu,5,0,0.875,0.042,0.042,0.042
2056,64 Stock market falls amid inflation concerns,6,0,0.893,0.036,0.036,0.036
39270,2 Major security breach affects millions of users worldwide,7,1,0.031,0.906,0.031,0.031
39584,95 Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą in a surprise move,8,1,0.028,0.916,0.028,0.028
39581,"81 Top 7 paslaptys, kurias įmonės nenori, kad žinotumėte — You won't believe it",6,2,0.036,0.322,0.607,0.036
29205,100 Major security breach affects millions of users worldwide,7,1,0.031,0.906,0.031,0.031
2689,81 Žvaigždė pasirašė daugiametę sutartį su klubu,5,0,0.875,0.042,0.042,0.042
3647,92 Open-source libraries accelerate machine learning workflows,7,2,0.031,0.031,0.906,0.031
20740,53 Coach explains new defensive tactics after the game dėl rinkos reakcijos,8,2,0.029,0.029,0.913,0.029
18919,You won't believe what happened next — Read more (New York),6,1,0.036,0.891,0.037,0.036
49648,"41 Top 7 paslaptys, kurias įmonės nenori, kad žinotumėte — You won't believe it",6,2,0.036,0.322,0.607,0.036
15373,"Ji padarė X — kas nutiks toliau, pribloškia — Find out why (Vilnius)",6,1,0.036,0.892,0.036,0.036
42238,94 This trick will change your life forever — Number 5 is shocking,6,2,0.036,0.037,0.892,0.036
33079,21 Didelė saugumo spraga paveikė milijonus vartotojų,6,1,0.036,0.893,0.036,0.036
9039,16 10 reasons you should never buy this gadget,3,2,0.063,0.063,0.812,0.063
5725,42 This trick will change your life forever,4,2,0.05,0.05,0.85,0.05
464,"95 Ji padarė X — kas nutiks toliau, pribloškia",5,1,0.042,0.875,0.042,0.042
6468,24 10 reasons you should never buy this gadget,3,2,0.063,0.063,0.812,0.063
1437,43 Treneris aiškino naują gynybos taktiką po rungtynių,6,0,0.893,0.036,0.036,0.036
42063,2 Top 7 secrets companies don't want you to know,5,2,0.042,0.042,0.875,0.042
914,Žvaigždė pasirašė daugiametę sutartį su klubu (New York),7,0,0.904,0.032,0.032,0.032
19556,34 This trick will change your life forever,4,2,0.05,0.05,0.85,0.05
39108,"36 Ji padarė X — kas nutiks toliau, pribloškia",5,1,0.042,0.875,0.042,0.042
48563,47 Kaip pagreitinti kompiuterį paprastais triukais as markets react,6,1,0.208,0.72,0.036,0.036
1881,21 Analysts predict record profits for the banking sector (Berlin),7,3,0.032,0.032,0.032,0.905
8752,"83 10 priežasčių, kodėl niekada nepirkti šio daikto",6,0,0.893,0.036,0.036,0.036
479,14 Startuolis pritraukė 50 mln. USD DI platformos plėtrai,7,0,0.906,0.032,0.031,0.031
35184,Transfer rumors suggest a record deal for the young striker po pranešimo (Kaunas),9,3,0.026,0.025,0.025,0.924
13758,76 10 reasons you should never buy this gadget (London),4,2,0.05,0.05,0.848,0.051
16245,"10 priežasčių, kodėl niekada nepirkti šio daikto — Number 5 is shocking (Kaunas)",9,0,0.921,0.027,0.027,0.025
880,„Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis (New York),10,1,0.023,0.93,0.023,0.023
1171,22 She did X — what happens next will shock you,3,1,0.063,0.812,0.063,0.063
33321,84 Open-source libraries accelerate machine learning workflows,7,2,0.031,0.031,0.906,0.031
4065,79 She did X — what happens next will shock you,3,1,0.063,0.812,0.063,0.063
45766,12 Didelė saugumo spraga paveikė milijonus vartotojų,6,1,0.036,0.893,0.036,0.036
837,Stock market falls amid inflation concerns po pranešimo (Kaunas),8,0,0.916,0.028,0.028,0.028
4028,Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus dėl rinkos reakcijos (Berlin),10,2,0.024,0.024,0.929,0.024
8963,Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą po pranešimo (Berlin),9,1,0.026,0.923,0.026,0.026
35402,34 This trick will change your life forever — You won't believe it (Kaunas),7,2,0.032,0.354,0.583,0.031
21578,27 You won't believe what happened next — You won't believe it,5,1,0.042,0.875,0.042,0.042
16049,61 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus — analysts say,9,2,0.025,0.025,0.923,0.027
29744,"7 Negalėsite patikėti, kas įvyko toliau",4,2,0.05,0.051,0.849,0.05
9762,47 Apple unveils a new iPhone with advanced camera and AI features,8,3,0.028,0.028,0.028,0.916
30487,66 Stock market falls amid inflation concerns,6,0,0.893,0.036,0.036,0.036
245,Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose analitikų teigimu,8,3,0.028,0.028,0.028,0.916
43102,49 Major security breach affects millions of users worldwide,7,1,0.031,0.906,0.031,0.031
1177,Žvaigždė pasirašė daugiametę sutartį su klubu as markets react,7,0,0.906,0.031,0.031,0.032
48320,25 „Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis (Madrid),9,1,0.026,0.924,0.025,0.025
