orig_row,text,n_terms,dominant_topic,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
303,Open-source libraries accelerate machine learning workflows (Berlin),8,9,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.9
16603,"59 10 priežasčių, kodėl niekada nepirkti šio daikto",6,9,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.871
11148,How to speed up your computer with simple tweaks analitikų teigimu (London),7,5,0.013,0.013,0.013,0.013,0.325,0.575,0.013,0.013,0.013,0.013
30290,2 This trick will change your life forever (Berlin),5,2,0.017,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017
39939,72 Coach explains new defensive tactics after the game,6,2,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014
22198,"26 Top 7 paslaptys, kurias įmonės nenori, kad žinotumėte (Berlin)",5,2,0.017,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017
1775,"Ji padarė X — kas nutiks toliau, pribloškia — Number 5 is shocking (Berlin)",8,1,0.011,0.9,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011
35126,"7 10 priežasčių, kodėl niekada nepirkti šio daikto — You won't believe it (Berlin)",9,9,0.01,0.233,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.687
46910,"25 Ji padarė X — kas nutiks toliau, pribloškia — Number 5 is shocking (Berlin)",8,1,0.011,0.9,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011
19006,You won't believe what happened next — You won't believe it (New York),7,1,0.013,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
30800,Stock market falls amid inflation concerns po pranešimo (Madrid),8,4,0.011,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011,0.011
3497,This trick will change your life forever (Berlin),5,2,0.017,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017
716,Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą (New York),9,5,0.01,0.01,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01
34286,"7 Central bank cuts rates, markets rally on dovish guidance",8,5,0.011,0.011,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011
10698,60 10 reasons you should never buy this gadget (Vilnius),4,7,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02
272,"Ji padarė X — kas nutiks toliau, pribloškia — Find out why",5,1,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017
9466,45 Treneris aiškino naują gynybos taktiką po rungtynių,6,0,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
41526,38 She did X — what happens next will shock you — Read more,4,7,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02
26028,83 This trick will change your life forever,4,2,0.02,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02
5381,How to speed up your computer with simple tweaks po pranešimo (Madrid),6,5,0.014,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014
2079,63 Top 7 secrets companies don't want you to know,5,2,0.017,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017
31056,61 Apple unveils a new iPhone with advanced camera and AI features,8,3,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011,0.011,0.011
5180,Apple unveils a new iPhone with advanced camera and AI features as markets react,10,3,0.009,0.009,0.009,0.918,0.009,0.009,0.009,0.009,0.009,0.009
15485,40 This trick will change your life forever,4,2,0.02,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02
3542,Messi įmušė įspūdingą įvartį Lygų taurėje amid concerns (New York),10,8,0.009,0.009,0.009,0.009,0.235,0.009,0.009,0.009,0.692,0.009
31605,32 Analysts predict record profits for the banking sector po pranešimo,7,4,0.013,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013,0.013
5163,60 You won't believe what happened next,3,1,0.025,0.775,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
19389,58 You won't believe what happened next,3,1,0.025,0.775,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
37937,50 Šis triukas pakeis jūsų gyvenimą amžiams — You won't believe it,7,1,0.013,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
7433,"53 Ji padarė X — kas nutiks toliau, pribloškia",5,1,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017
21254,"Top 7 paslaptys, kurias įmonės nenori, kad žinotumėte — Find out why (Madrid)",5,2,0.017,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017
40718,72 Kaip pagreitinti kompiuterį paprastais triukais,4,5,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02,0.02
1000,3 Earnings beat expectations as revenue grows in cloud segment,7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
30887,17 You won't believe what happened next — Number 5 is shocking (Paris),6,1,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
32620,Messi įmušė įspūdingą įvartį Lygų taurėje as markets react (New York),10,8,0.009,0.009,0.009,0.009,0.009,0.247,0.009,0.009,0.681,0.009
854,10 reasons you should never buy this gadget — Find out why (London),4,7,0.02,0.02,0.22,0.02,0.02,0.02,0.02,0.62,0.02,0.02
21559,83 Kaip pagreitinti kompiuterį paprastais triukais — analysts say,6,5,0.014,0.014,0.014,0.014,0.3,0.586,0.014,0.014,0.014,0.014
28757,Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose amid concerns (London),9,0,0.691,0.01,0.01,0.01,0.229,0.01,0.01,0.01,0.01,0.01
37887,2 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose,6,0,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
21941,"40 Ji padarė X — kas nutiks toliau, pribloškia",5,1,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017
2258,Investors hedge inflation risk using index-linked bonds after report,9,9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91
20312,"94 Top 7 paslaptys, kurias įmonės nenori, kad žinotumėte",4,2,0.02,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02
4164,Transfer rumors suggest a record deal for the young striker as markets react,9,3,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01,0.01,0.01
3273,Treneris aiškino naują gynybos taktiką po rungtynių analitikų teigimu,8,0,0.678,0.011,0.011,0.011,0.233,0.011,0.011,0.011,0.011,0.011
15587,5 Earnings beat expectations as revenue grows in cloud segment,7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
44207,45 Local team wins national championship in overtime (Berlin),7,7,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013,0.013
31428,Startuolis pritraukė 50 mln. USD DI platformos plėtrai po pranešimo (Paris),9,0,0.797,0.123,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
47356,"96 Top 7 paslaptys, kurias įmonės nenori, kad žinotumėte",4,2,0.02,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02
28364,Startuolis pritraukė 50 mln. USD DI platformos plėtrai as markets react (Berlin),10,0,0.679,0.009,0.009,0.009,0.009,0.248,0.009,0.009,0.009,0.009
932,Analysts predict record profits for the banking sector (New York),8,4,0.011,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011,0.011
37285,64 You won't believe what happened next,3,1,0.025,0.775,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
47402,20 Stock market falls amid inflation concerns,6,4,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014
27810,31 You won't believe what happened next,3,1,0.025,0.775,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
4190,10 Earnings beat expectations as revenue grows in cloud segment,7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
25655,25 Major security breach affects millions of users worldwide (Vilnius),8,1,0.011,0.9,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011
4054,Star player signs a multi-year contract with club after report (Madrid),9,8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91,0.01
20983,13 Didelė saugumo spraga paveikė milijonus vartotojų (Kaunas),7,6,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013,0.013,0.013
41193,16 Messi įmušė įspūdingą įvartį Lygų taurėje,6,8,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014
15680,41 Earnings beat expectations as revenue grows in cloud segment amid concerns,9,8,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.71,0.01
27366,68 Start-up raises $50 million to scale its AI platform,6,3,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014
10048,Transfer rumors suggest a record deal for the young striker (New York),9,3,0.01,0.113,0.01,0.806,0.01,0.01,0.01,0.01,0.01,0.01
12630,52 Apple unveils a new iPhone with advanced camera and AI features — analysts say,10,3,0.009,0.009,0.009,0.918,0.009,0.009,0.009,0.009,0.009,0.009
43655,38 This trick will change your life forever — You won't believe it,6,2,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014
10363,34 Stock market falls amid inflation concerns (Kaunas),7,4,0.013,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013,0.013
1216,47 She did X — what happens next will shock you (London),4,7,0.02,0.02,0.22,0.02,0.02,0.02,0.02,0.62,0.02,0.02
32993,61 10 reasons you should never buy this gadget,3,7,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025
13628,57 Analysts predict record profits for the banking sector,6,4,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014
2551,7 Kaip pagreitinti kompiuterį paprastais triukais dėl rinkos reakcijos (New York),8,5,0.011,0.011,0.011,0.011,0.011,0.678,0.233,0.011,0.011,0.011
34143,Investors hedge inflation risk using index-linked bonds dėl rinkos reakcijos (Vilnius),11,9,0.008,0.008,0.008,0.008,0.008,0.008,0.209,0.008,0.008,0.725
30002,38 How to speed up your computer with simple tweaks,4,5,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02,0.02
27799,53 Stock market falls amid inflation concerns analitikų teigimu,8,4,0.011,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011,0.011
8554,"Negalėsite patikėti, kas įvyko toliau (Vilnius)",5,6,0.017,0.017,0.017,0.017,0.017,0.017,0.85,0.017,0.017,0.017
6443,22 Major security breach affects millions of users worldwide,7,1,0.013,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
31975,74 Top 7 secrets companies don't want you to know,5,2,0.017,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017
9077,78 This trick will change your life forever — Number 5 is shocking,6,2,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014
44600,This trick will change your life forever — Read more (Madrid),6,2,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014
3627,"17 10 priežasčių, kodėl niekada nepirkti šio daikto — Read more (Berlin)",8,9,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.133,0.011,0.778
31037,„Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis amid concerns (Madrid),11,1,0.008,0.755,0.008,0.008,0.178,0.008,0.008,0.008,0.008,0.008
19178,2 Stock market falls amid inflation concerns,6,4,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014
41819,66 Investors hedge inflation risk using index-linked bonds,8,9,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.9
445,Top 7 secrets companies don't want you to know (London),6,2,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014
43831,72 Startuolis pritraukė 50 mln. USD DI platformos plėtrai (Kaunas),8,0,0.9,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011
10871,70 Open-source libraries accelerate machine learning workflows,7,9,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887
70,Analysts predict record profits for the banking sector (London),7,4,0.013,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013,0.013
19912,29 Stock market falls amid inflation concerns,6,4,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014
16170,100 Messi įmušė įspūdingą įvartį Lygų taurėje po pranešimo,7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
37739,37 Didelė saugumo spraga paveikė milijonus vartotojų,6,6,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014
4435,98 Apple unveils a new iPhone with advanced camera and AI features,8,3,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011,0.011,0.011
7786,Messi įmušė įspūdingą įvartį Lygų taurėje po pranešimo (Madrid),8,8,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.9,0.011
4633,12 Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą (New York),9,5,0.01,0.01,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01
13344,Messi įmušė įspūdingą įvartį Lygų taurėje in a surprise move,7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
10769,18 Didelė saugumo spraga paveikė milijonus vartotojų dėl rinkos reakcijos,8,6,0.011,0.011,0.011,0.011,0.011,0.011,0.9,0.011,0.011,0.011
9249,8 Messi scores a stunning goal in the Champions League match (Berlin),8,4,0.011,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011,0.011
24129,16 Apple unveils a new iPhone with advanced camera and AI features po pranešimo,9,3,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01,0.01,0.01
33268,Local team wins national championship in overtime analitikų teigimu (New York),10,7,0.009,0.009,0.009,0.009,0.203,0.009,0.009,0.725,0.009,0.009
38602,Kaip pagreitinti kompiuterį paprastais triukais analitikų teigimu (Paris),7,5,0.013,0.013,0.013,0.013,0.309,0.591,0.013,0.013,0.013,0.013
32611,33 Stock market falls amid inflation concerns,6,4,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014
8315,"Ji padarė X — kas nutiks toliau, pribloškia — Find out why (Paris)",6,1,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
29741,50 She did X — what happens next will shock you,3,7,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025
40424,71 10 reasons you should never buy this gadget (New York),5,7,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.85,0.017,0.017
27328,10 reasons you should never buy this gadget — Read more (New York),6,7,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014,0.014
12256,41 Top 7 secrets companies don't want you to know,5,2,0.017,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017
10096,"10 priežasčių, kodėl niekada nepirkti šio daikto — Find out why (Madrid)",7,9,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887
17771,40 Star player signs a multi-year contract with club,7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
23741,Treneris aiškino naują gynybos taktiką po rungtynių amid concerns (Vilnius),9,0,0.701,0.01,0.01,0.01,0.219,0.01,0.01,0.01,0.01,0.01
32654,65 Treneris aiškino naują gynybos taktiką po rungtynių (London),7,0,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
8801,91 You won't believe what happened next (London),4,1,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
24143,67 Messi scores a stunning goal in the Champions League match,7,4,0.013,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013,0.013
3163,Treneris aiškino naują gynybos taktiką po rungtynių (Kaunas),7,0,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
43387,12 „Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis,8,1,0.011,0.9,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011
14894,50 Star player signs a multi-year contract with club,7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
38864,41 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose (London),7,0,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
18558,21 Start-up raises $50 million to scale its AI platform,6,3,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014
8346,43 Treneris aiškino naują gynybos taktiką po rungtynių amid concerns,8,0,0.678,0.011,0.011,0.011,0.233,0.011,0.011,0.011,0.011,0.011
25449,97 You won't believe what happened next (Berlin),4,1,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
45026,85 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose,6,0,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
12469,74 Star player signs a multi-year contract with club po pranešimo,8,8,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.9,0.011
1120,86 She did X — what happens next will shock you (Vilnius),4,7,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02
36552,60 Startuolis pritraukė 50 mln. USD DI platformos plėtrai,7,0,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
11193,28 Startuolis pritraukė 50 mln. USD DI platformos plėtrai,7,0,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
19632,94 Transfer rumors suggest a record deal for the young striker dėl rinkos reakcijos,9,3,0.01,0.01,0.01,0.71,0.01,0.01,0.21,0.01,0.01,0.01
48942,73 Open-source libraries accelerate machine learning workflows,7,9,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887
970,Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą (Berlin),8,5,0.011,0.011,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011
45713,"58 Negalėsite patikėti, kas įvyko toliau — Find out why",4,6,0.02,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02
21131,62 Start-up raises $50 million to scale its AI platform,6,3,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014
37313,31 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus,7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
12383,60 Earnings beat expectations as revenue grows in cloud segment (Vilnius),8,8,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.9,0.011
3090,47 Apple unveils a new iPhone with advanced camera and AI features (Berlin),9,3,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01,0.01,0.01
31650,78 Messi įmušė įspūdingą įvartį Lygų taurėje,6,8,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014
17655,79 Open-source libraries accelerate machine learning workflows analitikų teigimu,9,9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91
4897,21 She did X — what happens next will shock you,3,7,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025
21,Kaip pagreitinti kompiuterį paprastais triukais — analysts say,6,5,0.014,0.014,0.014,0.014,0.3,0.586,0.014,0.014,0.014,0.014
35258,94 Analysts predict record profits for the banking sector analitikų teigimu,8,4,0.011,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011,0.011
18815,13 Stock market falls amid inflation concerns,6,4,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014
3004,70 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose,6,0,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
16304,53 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus (Berlin),8,8,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.9,0.011
26422,78 Žvaigždė pasirašė daugiametę sutartį su klubu po pranešimo,6,8,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014
1481,29 Star player signs a multi-year contract with club,7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
20736,47 Žvaigždė pasirašė daugiametę sutartį su klubu,5,8,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.85,0.017
3362,Žvaigždė pasirašė daugiametę sutartį su klubu amid concerns,7,8,0.013,0.013,0.013,0.013,0.263,0.013,0.013,0.013,0.637,0.013
26186,73 Start-up raises $50 million to scale its AI platform,6,3,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014
47334,"29 Central bank cuts rates, markets rally on dovish guidance",8,5,0.011,0.011,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011
44637,28 Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą dėl rinkos reakcijos (Vilnius),10,5,0.009,0.009,0.009,0.009,0.009,0.711,0.216,0.009,0.009,0.009
5454,"16 Negalėsite patikėti, kas įvyko toliau",4,6,0.02,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02
34024,Kaip pagreitinti kompiuterį paprastais triukais in a surprise move (New York),7,5,0.013,0.013,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013
22817,21 Transfer rumors suggest a record deal for the young striker in a surprise move,8,3,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011,0.011,0.011
14297,12 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose (Paris),7,0,0.763,0.137,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
10908,3 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus analitikų teigimu (Paris),10,8,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.918,0.009
2153,50 Analysts predict record profits for the banking sector (London),7,4,0.013,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013,0.013
524,10 „Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis,8,1,0.011,0.9,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011
34912,95 She did X — what happens next will shock you — Find out why,3,7,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025
14481,35 She did X — what happens next will shock you (Vilnius),4,7,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02
13821,37 Messi įmušė įspūdingą įvartį Lygų taurėje,6,8,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014
8261,25 Top 7 secrets companies don't want you to know,5,2,0.017,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017
8402,Major security breach affects millions of users worldwide po pranešimo (Madrid),9,1,0.01,0.91,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
10802,62 Startuolis pritraukė 50 mln. USD DI platformos plėtrai (Madrid),8,0,0.9,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011
3221,84 Open-source libraries accelerate machine learning workflows in a surprise move (London),9,9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91
6046,63 Kaip pagreitinti kompiuterį paprastais triukais,4,5,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02,0.02
13267,41 10 reasons you should never buy this gadget (Kaunas),4,7,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02
29238,Open-source libraries accelerate machine learning workflows dėl rinkos reakcijos (Madrid),10,9,0.009,0.009,0.009,0.009,0.009,0.009,0.208,0.009,0.009,0.72
1796,100 She did X — what happens next will shock you (New York),5,7,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.85,0.017,0.017
28256,35 Investors hedge inflation risk using index-linked bonds,8,9,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.9
6446,"20 Ji padarė X — kas nutiks toliau, pribloškia — Number 5 is shocking",7,1,0.013,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
38913,3 Analysts predict record profits for the banking sector,6,4,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014
2635,86 Analysts predict record profits for the banking sector,6,4,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014
10080,78 Kaip pagreitinti kompiuterį paprastais triukais,4,5,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02,0.02
33231,87 Stock market falls amid inflation concerns,6,4,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014
48854,89 Transfer rumors suggest a record deal for the young striker,7,3,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013,0.013,0.013
17966,75 Earnings beat expectations as revenue grows in cloud segment,7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
5734,84 Kaip pagreitinti kompiuterį paprastais triukais,4,5,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02,0.02
5650,This trick will change your life forever — Read more (Berlin),6,2,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014
25086,78 Apple unveils a new iPhone with advanced camera and AI features — analysts say,10,3,0.009,0.009,0.009,0.918,0.009,0.009,0.009,0.009,0.009,0.009
43625,Major security breach affects millions of users worldwide dėl rinkos reakcijos (Madrid),10,1,0.009,0.725,0.009,0.009,0.009,0.009,0.203,0.009,0.009,0.009
6031,You won't believe what happened next — Read more (Madrid),5,1,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017
12805,Didelė saugumo spraga paveikė milijonus vartotojų in a surprise move (Madrid),8,6,0.011,0.011,0.011,0.011,0.011,0.011,0.9,0.011,0.011,0.011
3962,"91 Central bank cuts rates, markets rally on dovish guidance",8,5,0.011,0.011,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011
29925,Stock market falls amid inflation concerns as markets react (Madrid),9,4,0.01,0.01,0.01,0.01,0.651,0.269,0.01,0.01,0.01,0.01
33959,71 Start-up raises $50 million to scale its AI platform analitikų teigimu,8,3,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011,0.011,0.011
15928,52 You won't believe what happened next,3,1,0.025,0.775,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
552,Stock market falls amid inflation concerns amid concerns (Berlin),9,4,0.01,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01,0.01
26681,38 Earnings beat expectations as revenue grows in cloud segment,7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
19308,Start-up raises $50 million to scale its AI platform po pranešimo (Paris),8,3,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011,0.011,0.011
2775,16 Apple unveils a new iPhone with advanced camera and AI features (Kaunas),9,3,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01,0.01,0.01
9834,25 Stock market falls amid inflation concerns,6,4,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014
35446,86 Start-up raises $50 million to scale its AI platform — analysts say,8,3,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011,0.011,0.011
12994,3 Investors hedge inflation risk using index-linked bonds,8,9,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.9
19717,98 Investors hedge inflation risk using index-linked bonds,8,9,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.9
9831,35 Messi įmušė įspūdingą įvartį Lygų taurėje,6,8,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014
14843,57 Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose,6,0,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
